content_traduzido,sentiment,sentiment_polarity,spacy_lemma
taxada compra atende todos requisitos nao realmente voces deveriam averiguar problema importacao menos avisar cliente precisa nao acontecer infelizmente vou esperar produtos chegarem nao irei fazer compras ate nunca,anger,negative,"['taxar', 'compra', 'atender', 'requisito', 'nao', 'realmente', 'voce', 'dever', 'averiguar', 'problema', 'importacao', 'menos', 'avisar', 'cliente', 'precisar', 'acontecer', 'infelizmente', 'esperar', 'produto', 'chegar', 'irar', 'fazer', 'compra', 'nunca']"
decepcionada app pois comprei outras vezes sempre recebi prazo ultima compra pra ter chegado ate dia nao chegou entrei contato transportadora estraviaram pedido ate agora nada resolvido ja fiz tudo voce disse nao resolvem nada so ficam enrolando,anger,negative,"['decepcionar', 'app', 'comprei', 'vez', 'sempre', 'recebi', 'prazo', 'ultimo', 'compra', 'chegar', 'dia', 'chegar', 'entrar', 'contato', 'transportadora', 'estraviar', 'pedir', 'agora', 'resolver', 'fiz', 'voce', 'dizer', 'resolver', 'ficar', 'enrolar']"
nao recomendo pessima plataforma nao suporte devolvi pedido dia ate momento nao reembolso lojas sao mentira comprei produto conforme anuncio cheio grande,anger,negative,"['nao', 'recomendo', 'pessimo', 'plataforma', 'nao', 'suporte', 'pedir', 'dia', 'momento', 'nao', 'reembolso', 'loja', 'sao', 'mentira', 'comprei', 'produto', 'anuncio', 'cheio', 'grande']"
ja comprei sheim ate hoje vou faze compra deparo taxas taxas imposto absurdo pobre nao vez nesse pais app vc pode comprar produtos qualidade preco acessivel governo vai la enenfia imposto ja nao comprarei deveria ter vergonha cara parar querer tirar dinheiro pessoas vendedores nacionais pressionar governo baixar impostos nao pressionar taxar apps internacionais sim,anger,negative,"['compr', 'sheim', 'hoje', 'faze', 'compra', 'deparo', 'taxa', 'taxo', 'imposto', 'absurdo', 'pobre', 'vez', 'pai', 'app', 'poder', 'comprar', 'produto', 'qualidade', 'preco', 'acessivel', 'governo', 'ir', 'enenfia', 'imposto', 'nao', 'dever', 'ter', 'vergonha', 'caro', 'parar', 'querer', 'tirar', 'dinheiro', 'pessoa', 'vendedor', 'nacional', 'pressionar', 'governo', 'baixar', 'imposto', 'pressionar', 'taxar', 'apps', 'internacional', 'sim']"
ainda vou ficar falando pq incomoda deveria ter modo noturno shein claridade incomoda luz minima celular coisas comecei achar ruim sao pontos expiram bom pessoas n podem comprar agora ja vao deixando pontos ali muita idiotice colocar pontos pra expirar vale tanto apena guardar pra comprar algo,anger,negative,"['ainda', 'ficar', 'falar', 'incomoda', 'dever', 'ter', 'modo', 'noturno', 'shein', 'claridade', 'incomodo', 'luz', 'minimo', 'celular', 'coisa', 'começar', 'achar', 'ruim', 'sao', 'ponto', 'expir', 'bom', 'pessoa', 'n', 'poder', 'comprar', 'agora', 'deixar', 'ponto', 'ali', 'idiotice', 'colocar', 'ponto', 'expirar', 'valer', 'tanto', 'apenar', 'guardar', 'comprar']"
bom aplicativo pontos positivos dependendo loja roupas boas bonitas precos ok pontos negativos legendas confusas sobre roupas site nao funciona bem,sadness,positive,"['bom', 'aplicativo', 'ponto', 'positivo', 'depender', 'loja', 'roupa', 'bom', 'bonita', 'preco', 'ponto', 'negativo', 'legenr', 'confuso', 'roupa', 'site', 'funcionar', 'bem']"
modo facil pratico tambem versatil usa lo deva absurdo valor pecas nao preco vezes necessario presente lindo,sadness,positive,"['modo', 'facil', 'pratico', 'tambem', 'versatil', 'usar', 'deva', 'absurdo', 'valor', 'peco', 'preco', 'vez', 'necessario', 'presente', 'lir']"
conta acabou invadida todos dados expostos tentaram comprar produtos cartoes favor incluam autenticacao duas etapas urgencia nesse app,fear,negative,"['conta', 'acabar', 'invadido', 'dado', 'expor', 'tentar', 'comprar', 'produto', 'cartoes', 'favor', 'incluar', 'autenticacao', 'etapa', 'urgencia', 'app']"
shein maravilhosa todas roupas sao incrivel unica falha porque nao conseguimos entrar contato atendimentos possa resolver problemas momentos enderecos errados,sadness,positive,"['sheinr', 'maravilhoso', 'roupa', 'sao', 'incrivel', 'unico', 'falha', 'conseguir', 'entrar', 'contato', 'atendimento', 'poder', 'resolver', 'problema', 'momento', 'endereco', 'errar']"
alguns pedido ja chegou cidade so falta entregarem rolando chao rir shein melhor app compra ja caiu varias notificacao pedidos ainda nao entregaram rolando chao rir quer pra receber segunda hoje ja sexta ainda nao recebi,sadness,positive,"['pedido', 'chegar', 'cidade', 'falta', 'entregar', 'rolar', 'chao', 'rir', 'shein', 'bom', 'compra', 'cair', 'varia', 'notificacao', 'pedido', 'ainda', 'entregar', 'rolar', 'chao', 'rir', 'receber', 'segunda', 'hoje', 'sextar', 'ainda', 'recebi']"
ate agora so decepcao fiz primeira compra nacional testar hj fazem dias comprei nunca enviaram respostas chat sao sempre automaticas primeira ultima vez compro,anger,negative,"['agora', 'decepcao', 'primeiro', 'compra', 'nacional', 'testar', 'fazer', 'dia', 'comprei', 'nunca', 'enviar', 'resposta', 'chat', 'sempre', 'automatica', 'primeiro', 'ultima', 'vez', 'compro']"
app mt bom mt bom msm varios produtos mt bons bem abaixo preco porem tempo pra ca qualquer compra internacional abaixo dolares compra taxada vezes vale pena pois taxa maior q valor produto comprei primeira vez ja taxada fiquei mtt triste pq agr desinstalando app,disgust,negative,"['appr', 'mt', 'bom', 'mt', 'bom', 'vario', 'produto', 'mt', 'bom', 'bem', 'abaixo', 'preco', 'por', 'tempo', 'compra', 'internacional', 'abaixo', 'dolar', 'compra', 'taxar', 'vez', 'valer', 'pena', 'taxa', 'grande', 'valor', 'produto', 'comprei', 'vez', 'taxar', 'fiquei', 'mtt', 'triste', 'agr', 'desinstalar', 'app']"
shein simplesmente maravilhosa produtos boa qualidade bom preco praticame nte viciada compras neste site bom alem entrega rapida segura,happiness,positive,"['sheinr', 'simplesmente', 'maravilhoso', 'produto', 'bom', 'qualidade', 'bom', 'preco', 'praticamar', 'nte', 'viciar', 'compra', 'site', 'bom', 'aler', 'entrega', 'rapir', 'seguro']"
pessimo atendimento nao mim agradou fiz compra errada entao cancelei pedido fiz reembolso pedido tava falando reembolso concluido horas entao esperei reembolso concluido nao caio dinheiro,anger,negative,"['pessimo', 'atendimento', 'nao', 'agradar', 'fiz', 'compra', 'errar', 'entao', 'cancelei', 'pedir', 'reembolso', 'pedir', 'tar', 'falar', 'reembolso', 'concluido', 'hora', 'entao', 'esperar', 'reembolso', 'concluir', 'dinheiro']"
experiencia horrivel cancelei compra dia junho ate hoje nao rebolso cartao nao chegaram enviar produto dia comprei cancelei compras,anger,negative,"['experiencia', 'horrivel', 'cancelei', 'compra', 'dia', 'junho', 'hoje', 'nao', 'rebolso', 'cartao', 'chegar', 'enviar', 'produto', 'dia', 'comprei', 'cancelei', 'compra']"
melhor app mundo melhor app pra produtos coisas maravilhosas todas organizadas separadas capricho opiniao acho pra competir shoppe vs shein vc ganha maravilhoso app,happiness,positive,"['bom', 'app', 'mundo', 'melhor', 'app', 'produto', 'coisa', 'maravilhoso', 'organizado', 'separado', 'capricho', 'opiniao', 'achar', 'competir', 'ganhar', 'maravilhoso', 'app']"
segunda vez compro primeira vez fiquei feliz agora segunda triste pacote preso alfandega curitiba acho absurdo estao cobrando reais nao sei faco pois pago nao devolve triste detalhes gastei quase reais mercadorias nao consegui coisas nunca compro nada online,fear,negative,"['segundo', 'vez', 'compro', 'vez', 'fiquei', 'feliz', 'agora', 'segundo', 'triste', 'pacote', 'prender', 'alfandegar', 'curitiba', 'achar', 'absurdo', 'estao', 'cobrar', 'real', 'saber', 'faco', 'pagar', 'devolver', 'triste', 'detalhe', 'gastei', 'quase', 'real', 'mercadoria', 'conseguir', 'coisa', 'nunca', 'compro', 'nada', 'onliner']"
aplicativo bom parte ruim voce pagar taxas assim aplicativo otimo parte nao gostei pagar taxa voce nao pagar voce perde pedido achei chato faz parte compra tirando aplicativo otimo,sadness,positive,"['aplicativo', 'bom', 'parte', 'ruim', 'voce', 'pagar', 'taxa', 'assim', 'aplicativo', 'otimo', 'parte', 'gostar', 'pagar', 'taxa', 'voce', 'pagar', 'voce', 'perder', 'pedir', 'achar', 'chato', 'fazer', 'parte', 'compra', 'tirar', 'aplicativo', 'otimo']"
faz pouco tempo uso aplicativo fiz duas compras la recebi so decepcao nada mostra anuncio so gastei dinheiro rosto desapontado,disgust,negative,"['fazer', 'tempo', 'uso', 'aplicativo', 'fiz', 'compra', 'recebi', 'decepcao', 'mostrar', 'anuncio', 'gastar', 'dinheiro', 'rosto', 'desapontar']"
decepcionada ha meses esperando reembolso descaso total cliente dao cha cansaco suporte so mensagem nunca compro vou falar todos q conheco nao comprarem pior app,anger,negative,"['decepcionar', 'ha', 'mês', 'esperar', 'reembolso', 'descaso', 'total', 'cliente', 'cha', 'cansaco', 'suporte', 'mensagem', 'nunca', 'compro', 'falar', 'conheco', 'comprar', 'mau', 'app']"
bom precos acessiveis pontos ajudam porem ocorreu erro fazer check in diario onde dizia ganharia pontos so ganhei alem atendimento cliente pessimo disse pontos ajudam espiram faco check in todo dia esperando final semana onde ganharia,disgust,negative,"['bom', 'preco', 'acessivei', 'ponto', 'ajudar', 'por', 'ocorrer', 'erro', 'fazer', 'check', 'in', 'diario', 'dizer', 'ganhar', 'ponto', 'so', 'ganhar', 'aler', 'atendimento', 'cliente', 'pessimo', 'dizer', 'ponto', 'ajudar', 'espir', 'faco', 'check', 'dia', 'esperar', 'final', 'semana', 'ganhar']"
p aplicativo bom vc duvidas voce n tera ajuda nenhuma demoram horas responder sempre vc quer tirar duvida ate questao comprar servico sempre ocupado vivo pedindo reembolso pq veze sn sei usar algo ninguem responde,disgust,negative,"['p', 'aplicativo', 'bom', 'duvir', 'voce', 'tera', 'ajudar', 'demoram', 'horas', 'responder', 'sempre', 'querer', 'tirar', 'duver', 'questao', 'comprar', 'servico', 'sempre', 'ocupar', 'vivo', 'pedir', 'reembolso', 'saber', 'usar', 'responder']"
encomendas estao demorando cada vez fiz compra mes ainda chegou postada nao posso pedir reembolso outra ja atrasada dias baile,disgust,negative,"['encomenr', 'estao', 'demorar', 'vez', 'fiz', 'compra', 'mes', 'ainda', 'chegar', 'postar', 'poder', 'pedir', 'reembolso', 'atrasar', 'dia', 'baile']"
app bom agora estao taxando tudo ai fica dificil falaram taxa sobre dolares estao taxando qualquer valor problema brasil infelizmente vao perder clientes,disgust,negative,"['app', 'bom', 'agora', 'estao', 'taxar', 'fica', 'dificil', 'falar', 'taxa', 'dolar', 'estao', 'taxar', 'valor', 'problema', 'Brasil', 'infelizmente', 'perder', 'cliente']"
cliente fichinha porem ultimamente compras r estao sendo taxadas suporte demora responder cupons antes validos adivinhem so nao infelizmente vou desinstalar app nao vale pena ter tanta dor cabeca silhueta falando,anger,negative,"['cliente', 'fichir', 'por', 'ultimamente', 'compra', 'estao', 'taxar', 'suporte', 'demor', 'responder', 'cupons', 'antes', 'valir', 'adivinher', 'so', 'infelizmente', 'desinstalar', 'app', 'nao', 'valer', 'pena', 'ter', 'dor', 'cabeca', 'silhueto', 'falar']"
perdi acesso conta so ter trocado celular rosto deprimido envio mensagem email nao retorno nenhum compras atrasadas nada chegar resposta nada ja tentei tudo acessar conta q fiz compras nunca existido,disgust,negative,"['perdi', 'acesso', 'contar', 'trocar', 'celular', 'rosto', 'deprimer', 'envio', 'mensagem', 'email', 'nao', 'retorno', 'compra', 'atrasar', 'nada', 'chegar', 'resposta', 'tentar', 'acessar', 'conta', 'fiz', 'compra', 'nunca', 'exister']"
gosto comprar nessa loja bons produtos bonitos qualidade precos acessiveis entrega pontual frete nao tao absurdo,happiness,positive,"['gostar', 'comprar', 'loja', 'bom', 'produto', 'bonito', 'qualidade', 'preco', 'acessiveis', 'entregar', 'pontual', 'frete', 'tao', 'absurdo']"
amor muita coisas linda receio compra pois medo taxada fez taxa alta valor produto creio nao negocio taxa gente compraria voces estao perdendo outra marca causa taxa,fear,negative,"['amor', 'coisa', 'lindar', 'receio', 'compra', 'pois', 'medo', 'taxar', 'fazer', 'taxa', 'alto', 'valor', 'crer', 'negocio', 'taxa', 'gente', 'comprar', 'voce', 'estao', 'perder', 'marca', 'causar', 'taxa']"
ja mes fiz pedido reembolso dois produtos ate agora nao reembolsado tento entrar contato porem dificil vou ter procurar defesa consumidor solucionar logo problema,anger,negative,"['fiz', 'pedir', 'reembolso', 'produto', 'agora', 'reembolsar', 'tento', 'entrar', 'contato', 'por', 'dificil', 'ter', 'procurar', 'defesa', 'consumidor', 'solucionar', 'logo', 'problema']"
efetuei compra dia agosto empresa shein cancelou pedido nao entendi motivo nao devolveu dinheiro metodo pagamento fizeram reembolso carteira shein dar hipotese escolha cliente mto negativo atitude tomada rosto deprimido,disgust,negative,"['efetuei', 'comprar', 'dia', 'agosto', 'empresa', 'shein', 'cancelar', 'pedir', 'entendi', 'motivo', 'devolver', 'dinheiro', 'pagamento', 'fazer', 'reembolso', 'carteira', 'shein', 'dar', 'hipotese', 'escolhar', 'cliente', 'mto', 'negativo', 'atitude', 'tomar', 'rosto', 'deprimer']"
app bom fiz compra cancelada falta estoque pago boleto ate hj to esperando reembolso assim fiz outro pedido trocado durante empacotamento,disgust,negative,"['app', 'bom', 'fiz', 'compra', 'cancelar', 'falta', 'pagar', 'boleto', 'esperar', 'reembolso', 'assim', 'fiz', 'pedido', 'trocado', 'empacotamento']"
gosto app nivel alto faz anos compro acho bug fiz pedido processando semana nada sorte seguia loja insta consegui fala vendedoras mulher decepcionada pele clara,sadness,positive,"['gostar', 'app', 'nivel', 'alto', 'fazer', 'ano', 'compro', 'achar', 'bug', 'pedir', 'processando', 'semana', 'sorte', 'seguir', 'loja', 'insta', 'conseguir', 'falar', 'vendedoro', 'mulher', 'decepcionar', 'pele', 'claro']"
complicado uso cupons oferece escolhemos mercadorias cupom nao valido k pegou doenca shopee atrasando entregas levando dez dias postar imagina pra chegar,disgust,negative,"['complicado', 'uso', 'cupons', 'oferecer', 'escolher', 'mercadoria', 'cupom', 'valir', 'pegar', 'doenca', 'shopee', 'atrasar', 'entrega', 'levar', 'dia', 'postar', 'imagino', 'chegar']"
app otimo duvidas varios problemas sao demora meses pra chegar comprei blusa fevereiro so chegou agosto juro pra voce tambem nao alguns produtos pesquisar blusa flamengo pra neta nao outros varios problemas fico aqui ok decepcionada shein rosto preocupado,sadness,positive,"['app', 'duvir', 'vario', 'problema', 'sao', 'mês', 'chegar', 'comprei', 'blusa', 'fevereiro', 'chegar', 'agosto', 'juro', 'voce', 'tamber', 'produto', 'pesquisar', 'blusa', 'flamengo', 'neta', 'nao', 'vario', 'problema', 'fico', 'aqui', 'ok', 'decepcionar', 'shein', 'rosto', 'preocupar']"
compras taxadas acima valor total pedido suporte nao ajuda nao permite devolucao realmente pessima experiencia compras,anger,negative,"['compra', 'taxar', 'acima', 'valor', 'total', 'pedir', 'suporte', 'ajudar', 'permitir', 'devolucao', 'realmente', 'pessimo', 'experiencia', 'compra']"
vou dar estrelas pois gracas deus usou sistema ja recebi confirmacao pagamento taxacao n deveria ter ocorrido pois pacote menos real deus ajude maos juntas obgda atencao coracoes girando tulipa,sadness,positive,"['dar', 'estrela', 'pois', 'graca', 'usar', 'sistema', 'recebi', 'confirmacao', 'pagamento', 'taxacao', 'dever', 'ocorrer', 'pacote', 'pouco', 'real', 'mao', 'junta', 'obgda', 'atencao', 'coracoes', 'girar', 'tulipa']"
app otimo nao nada reclamar problema q ta tachando valor alto comprar objeto r tacha r nao ta dandk pra comprar nao so variasconhwudas tbm ja passaram,disgust,negative,"['app', 'otimo', 'nada', 'reclamar', 'problema', 'tachar', 'valor', 'alto', 'comprar', 'objeto', 'tachar', 'dandkr', 'comprar', 'variasconhwuda', 'tbm', 'passar']"
shopee oferece mundos fundos inclusive frete gratis acima reais hora finalizar compras valor almenta dobro vou excluir conta fiz shopee,anger,negative,"['shopee', 'oferecer', 'mundo', 'fundo', 'inclusive', 'frete', 'acima', 'real', 'hora', 'finalizar', 'compra', 'valor', 'almentar', 'dobro', 'excluir', 'conta', 'shopee']"
nao comprem app mentira pagam taxa taxado mandei recibos pagamento taxacao demoraram retornar falaram so pagariam reais olha ai vem comentam entrar contato app ja nao,disgust,negative,"['compr', 'mentira', 'pagar', 'taxa', 'taxar', 'mandei', 're ecibos', 'pagamento', 'taxacao', 'demorar', 'retornar', 'falar', 'pagarir', 'real', 'olhar', 'vir', 'comentar', 'entrar', 'contato', 'app', 'nao']"
gente aplicativo bom agora horrivel todas compras estao sendo taxadas d absurdo pra cancelar compra pedir reembolso eh quase impossivel muita burocracia nao percam tempo comprando algo,anger,negative,"['gente', 'aplicativo', 'bom', 'agora', 'horrivel', 'compra', 'estao', 'taxar', 'absurdo', 'cancelar', 'compra', 'pedir', 'reembolso', 'eh', 'quase', 'impossivel', 'burocracia', 'percar', 'tempo', 'comprar', 'algo']"
horrivel atendimento cliente muitas pessoas passam horas tentando parece so trabalham pessoas atendimento alem demora receber reembolso entrar contato pessoa fisica absurdo,anger,negative,"['horrivel', 'atendimento', 'cliente', 'pessoa', 'passar', 'hora', 'tentar', 'parecer', 'trabalhar', 'pessoa', 'atendimento', 'aler', 'receber', 'reembolso', 'entrar', 'contato', 'pessoa', 'fisica', 'absurdo']"
